Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 34, 622000), 1523475334.622]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 34, 685000), 1523475334.685]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 34, 778000), 1523475334.778]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 34, 887000), 1523475334.887]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 34, 950000), 1523475334.95]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 35, 28000), 1523475335.028]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 35, 123000), 1523475335.123]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 35, 201000), 1523475335.201]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 35, 295000), 1523475335.295]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 35, 390000), 1523475335.39]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 35, 452000), 1523475335.452]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 45, 194000), 1523475345.194]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 45, 354000), 1523475345.354]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 45, 450000), 1523475345.45]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 45, 498000), 1523475345.498]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 45, 594000), 1523475345.594]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 45, 686000), 1523475345.686]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 45, 766000), 1523475345.766]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 45, 829000), 1523475345.829]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 45, 909000), 1523475345.909]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 45, 958000), 1523475345.958]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 48, 309000), 1523475348.309]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 48, 405000), 1523475348.405]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 48, 501000), 1523475348.501]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 48, 581000), 1523475348.581]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 48, 677000), 1523475348.677]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 48, 757000), 1523475348.757]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 48, 853000), 1523475348.853]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 48, 949000), 1523475348.949]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 49, 29000), 1523475349.029]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 49, 93000), 1523475349.093]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 49, 173000), 1523475349.173]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 49, 221000), 1523475349.221]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 49, 317000), 1523475349.317]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 49, 413000), 1523475349.413]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 49, 493000), 1523475349.493]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 49, 589000), 1523475349.589]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 49, 686000), 1523475349.686]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 49, 749000), 1523475349.749]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 49, 813000), 1523475349.813]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 50, 405000), 1523475350.405]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 50, 501000), 1523475350.501]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 50, 581000), 1523475350.581]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 50, 690000), 1523475350.69]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 50, 754000), 1523475350.754]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 50, 834000), 1523475350.834]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 50, 882000), 1523475350.882]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 50, 978000), 1523475350.978]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 51, 26000), 1523475351.026]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 51, 106000), 1523475351.106]
Node number: 1, ['303', 1, datetime.datetime(2018, 4, 12, 1, 5, 52, 690000), 1523475352.69]
Node number: 1, ['303', 0, datetime.datetime(2018, 4, 12, 1, 5, 55, 601000), 1523475355.601]
Node number: 1, ['303', 1, 1523475588.25, datetime.datetime(2018, 4, 12, 1, 9, 48, 250000)]
Node number: 1, ['303', 0, 1523475607.333, datetime.datetime(2018, 4, 12, 1, 10, 7, 333000)]
Node number: 1, ['303', 1, 1523475607.414, datetime.datetime(2018, 4, 12, 1, 10, 7, 414000)]
Node number: 1, ['303', 0, 1523475607.51, datetime.datetime(2018, 4, 12, 1, 10, 7, 510000)]
Node number: 1, ['303', 1, 1523475607.59, datetime.datetime(2018, 4, 12, 1, 10, 7, 590000)]
Node number: 1, ['303', 0, 1523475607.686, datetime.datetime(2018, 4, 12, 1, 10, 7, 686000)]
Node number: 1, ['303', 1, 1523475607.782, datetime.datetime(2018, 4, 12, 1, 10, 7, 782000)]
Node number: 1, ['303', 0, 1523475607.861, datetime.datetime(2018, 4, 12, 1, 10, 7, 861000)]
